#,CraftType,RecipeLevelTable,Item{Result},Amount{Result},Item{Ingredient}[0],Amount{Ingredient}[0],Item{Ingredient}[1],Amount{Ingredient}[1],Item{Ingredient}[2],Amount{Ingredient}[2],Item{Ingredient}[3],Amount{Ingredient}[3],Item{Ingredient}[4],Amount{Ingredient}[4],Item{Ingredient}[5],Amount{Ingredient}[5],Item{Ingredient}[6],Amount{Ingredient}[6],Item{Ingredient}[7],Amount{Ingredient}[7],Item{Ingredient}[8],Amount{Ingredient}[8],Item{Ingredient}[9],Amount{Ingredient}[9],CanQuickSynth,CanHq
40,1,14,2419,1,2417,1,5258,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,True
41,1,15,2343,1,5056,1,5325,1,5364,1,5483,1,0,0,0,0,0,0,0,0,2,1,5,1,True,True
42,1,15,2369,1,5056,1,5071,1,5364,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
43,1,16,5057,1,5111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,True,True
44,1,16,2522,1,2520,1,5276,1,5352,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,True
45,1,16,1607,1,1602,1,5063,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,True
46,1,16,2317,1,2316,1,5091,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,True
47,1,16,1686,1,1684,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,True
48,1,17,1754,1,5057,2,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
49,1,17,2548,1,5057,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
50,1,17,1756,1,5057,2,5367,1,5276,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
51,1,18,5092,1,5057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,True,True
52,1,18,2344,1,5057,1,5325,1,5367,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
53,1,18,2395,1,5057,1,5092,1,5367,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
54,1,18,2370,1,5057,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
55,1,19,2433,1,5057,1,5367,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
56,1,19,2549,1,5057,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
57,1,19,2420,1,5057,1,5364,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
58,1,19,2536,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
59,1,20,1609,1,1603,1,5063,1,5277,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,True
60,1,20,2523,1,5057,1,5325,1,5364,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
61,1,20,2318,1,5057,1,5092,1,5364,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
62,1,20,2331,1,5057,1,5367,1,5483,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,True,True
63,1,20,1611,1,1607,1,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,True
64,1,21,2510,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
65,1,21,2562,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
66,1,21,2484,1,5057,2,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
67,1,21,1758,1,1754,1,5057,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,False,True
68,1,21,2345,1,5057,1,5325,1,5368,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
69,1,21,2396,1,5057,1,5092,1,5368,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
70,1,21,2371,1,5057,1,5368,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
71,1,22,2358,1,5057,2,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
72,1,22,2383,1,5057,1,5092,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
73,1,22,2524,1,5057,1,5325,1,5367,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
74,1,22,1614,1,5057,2,5367,1,5277,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
75,1,23,2537,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
76,1,23,2434,1,5057,1,5368,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
77,1,23,1694,1,5072,1,5057,1,5277,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,True,True
78,1,24,1764,1,5057,2,5368,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,True,True
79,1,24,2550,1,2549,1,5063,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,False,True
80,1,24,2319,1,5057,1,5092,1,5367,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,True,True
81,1,24,2332,1,5057,1,5368,1,5484,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,True,True
82,1,24,2485,1,5057,2,5368,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,True,True
83,1,25,2421,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,True,True
84,1,25,1622,1,5057,1,5277,1,5435,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,True,True
85,1,25,2511,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,True,True
86,1,25,2563,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,True,True
87,1,26,5058,1,5528,1,5111,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,True,True
88,1,26,2397,1,2396,1,5092,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,False,True
89,1,26,2372,1,5057,1,5072,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,True,True
90,1,26,2346,1,5057,1,5325,1,5371,1,4856,1,0,0,0,0,0,0,0,0,2,2,5,2,True,True
91,1,26,1766,1,1758,1,5057,1,5064,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,False,True
92,1,27,2359,1,5057,2,5280,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,True,True
93,1,27,2384,1,5057,1,5092,1,5484,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,True,True
94,1,27,2525,1,5057,1,5072,1,5371,1,5277,1,0,0,0,0,0,0,0,0,2,3,5,2,True,True
95,1,28,1625,1,5058,1,5371,1,5444,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,True,True
96,1,28,2320,1,5057,1,5092,1,5371,1,5063,1,0,0,0,0,0,0,0,0,2,3,5,2,True,True
97,1,28,1769,1,5058,3,5371,1,5280,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,True,True
98,1,29,5093,1,5058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,True,True
99,1,29,2422,1,5057,1,5371,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,True,True
100,1,29,2551,1,5057,1,5371,1,5359,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,True,True
101,1,29,2347,1,2346,1,5057,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,False,True
102,1,29,1699,1,5073,1,5058,1,5371,1,5504,1,0,0,0,0,0,0,0,0,2,3,5,2,True,True
103,1,29,2373,1,2372,1,5371,1,5280,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,False,True
104,1,30,2398,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
105,1,30,2526,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
106,1,30,2539,1,5058,1,5371,1,5504,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
107,1,30,2423,1,2422,1,5259,1,5064,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,False,True
108,1,30,2321,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
109,1,31,2436,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
110,1,31,2334,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
111,1,31,1633,1,5058,2,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
112,1,32,2513,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
113,1,32,1776,1,5058,2,5405,1,5444,1,5504,1,0,0,0,0,0,0,0,0,2,3,5,3,True,True
114,1,32,2487,1,5058,2,5371,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
115,1,32,2348,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
116,1,32,2399,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,True,True
117,1,33,2565,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,True,True
118,1,33,2540,1,2539,1,5504,1,5282,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,False,True
119,1,35,2553,1,5058,1,5368,1,5359,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,True,True
120,1,33,2527,1,5058,1,5073,1,5373,1,5326,1,0,0,0,0,0,0,0,0,2,4,5,3,True,True
121,1,34,2361,1,5058,2,5280,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,True,True
122,1,34,2374,1,5058,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,True,True
123,1,34,2349,1,5058,1,5326,1,5373,1,5485,1,0,0,0,0,0,0,0,0,2,4,5,3,True,True
124,1,33,2552,1,5058,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,True,True
125,1,35,2386,1,5058,1,5093,1,5485,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,True,True
126,1,35,2322,1,5058,1,5093,1,5373,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,True,True
127,1,35,1778,1,5058,2,5373,1,5057,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,True,True
128,1,35,2514,1,5058,1,5373,1,5260,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,True,True
129,1,35,2488,1,2487,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,False,True
130,1,35,2566,1,2565,1,5260,1,5282,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,False,True
131,1,36,2424,1,5058,1,5373,1,5260,1,0,0,0,0,0,0,0,0,0,0,2,4,5,4,True,True
132,1,36,2335,1,2334,1,5282,1,5485,1,0,0,0,0,0,0,0,0,0,0,2,4,5,4,False,True
133,1,36,2437,1,2436,1,5280,1,5485,1,0,0,0,0,0,0,0,0,0,0,2,4,5,4,False,True
134,1,37,1639,1,5058,2,5371,1,5504,1,0,0,0,0,0,0,0,0,0,0,2,4,5,4,True,True
135,1,38,5065,1,5114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,-1,0,True,True
136,1,38,2528,1,5065,1,5327,1,5373,1,5360,1,0,0,0,0,0,0,0,0,2,4,5,4,True,True
137,1,38,1643,1,5065,1,5373,1,5444,1,0,0,0,0,0,0,0,0,0,0,2,4,5,4,True,True
138,1,38,2554,1,5065,1,5373,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,4,5,4,True,True
139,1,39,5099,1,5065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,-1,0,True,True
140,1,39,1781,1,5058,3,5373,1,5282,1,5065,1,0,0,0,0,0,0,0,0,2,5,5,4,True,True
141,1,39,1711,1,5079,1,5065,1,5373,1,5504,1,0,0,0,0,0,0,0,0,2,5,5,4,True,True
142,1,39,2425,1,5065,1,5373,1,5260,1,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
143,1,39,2323,1,5065,1,5099,1,5373,1,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
144,1,40,2400,1,5065,1,5099,1,5373,1,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
145,1,40,1786,1,5065,2,5371,1,5066,1,5058,1,0,0,0,0,0,0,0,0,2,5,5,4,True,True
146,1,40,2439,1,5065,1,5373,1,5485,1,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
147,1,40,2337,1,5065,1,5373,1,5485,1,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
148,1,40,2363,1,5065,2,5282,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
149,1,41,2516,1,5065,1,5374,1,5262,1,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
150,1,41,2568,1,5065,1,5374,1,5262,1,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
151,1,41,2490,1,5065,2,5374,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
152,1,41,2542,1,5065,1,5373,1,5505,1,0,0,0,0,0,0,0,0,0,0,2,5,5,4,True,True
153,1,42,5059,1,5116,2,5111,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,-1,0,True,True
154,1,42,2388,1,5065,1,5099,1,5485,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,True,True
155,1,43,5094,1,5059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,-1,0,True,True
156,1,42,1657,1,5059,2,5373,1,5282,1,5066,1,0,0,0,0,0,0,0,0,2,5,5,5,True,True
157,1,42,1723,1,5059,2,5282,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,True,True
158,1,43,1659,1,5059,2,5436,1,5262,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,True,True
159,1,43,1796,1,5059,2,5414,1,5505,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,True,True
160,1,45,1801,1,5059,2,5374,1,5196,1,5058,1,0,0,0,0,0,0,0,0,2,6,5,5,True,True
161,1,45,2352,1,2351,1,5376,1,5282,1,5486,1,0,0,0,0,0,0,0,0,2,6,5,5,False,True
162,1,46,2325,1,5059,1,5094,1,5376,1,0,0,0,0,0,0,0,0,0,0,2,6,5,5,True,True
163,1,46,2427,1,5059,1,5066,1,5376,1,5262,1,0,0,0,0,0,0,0,0,2,6,5,5,True,True
164,1,47,2402,1,5059,1,5094,1,5376,1,5183,1,5066,1,0,0,0,0,0,0,2,6,5,5,True,True
165,1,47,2377,1,5059,1,5074,1,5376,1,5094,1,0,0,0,0,0,0,0,0,2,6,5,5,True,True
166,1,48,2530,1,5059,1,5074,1,5376,1,5282,1,0,0,0,0,0,0,0,0,2,6,5,6,True,True
167,1,49,2556,1,5059,1,5376,1,5282,1,5436,1,5322,1,0,0,0,0,0,0,2,6,5,6,True,True
168,1,49,1663,1,5059,2,5374,1,5505,1,5465,1,0,0,0,0,0,0,0,0,2,6,5,6,True,True
169,1,49,1733,1,5074,1,5059,1,5374,1,5505,1,5063,1,0,0,0,0,0,0,2,6,5,6,True,True
170,2,1,5056,1,5106,2,5107,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,True,True
171,2,2,5091,1,5056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,True,True
172,2,2,5081,1,5056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,True,True
173,2,3,5071,1,5056,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,True,True
174,2,3,2468,1,5071,1,5091,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
175,2,4,2494,1,5071,1,5361,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
176,2,5,2226,1,5071,2,5361,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
177,2,6,3011,1,5081,3,5324,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
178,2,7,3767,1,5071,1,5081,1,5275,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
179,2,8,2656,1,5071,1,5081,1,5275,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
180,2,8,2662,1,5071,1,5056,1,5091,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
181,2,9,3540,1,5071,1,5091,1,5275,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
182,2,9,2469,1,5071,1,5091,1,5062,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
183,2,10,2664,1,5071,1,5091,1,5062,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
184,2,10,2230,1,5071,2,5091,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
185,2,11,2495,1,5071,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
186,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
187,2,12,3026,1,5071,2,5081,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
188,2,12,2673,1,5071,2,5081,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
189,2,13,5057,1,5111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,True,True
190,2,13,3775,1,5071,2,5081,1,5276,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
191,2,14,5092,1,5057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,True,True
192,2,14,5072,1,5057,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,True,True
193,2,14,3544,1,5071,2,5092,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
194,2,15,5082,1,5057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,True,True
195,2,15,2231,1,5071,1,5056,1,5092,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
196,2,15,2496,1,5072,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
197,2,15,2470,1,2469,1,5091,1,5063,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,False,True
198,2,16,2680,1,2664,1,5062,1,5063,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,False,True
199,2,16,3550,1,3540,1,5091,1,5275,1,5063,1,0,0,0,0,0,0,0,0,3,1,5,1,False,True
200,2,17,2236,1,5072,2,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
201,2,18,2471,1,5072,1,5091,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
202,2,18,2497,1,5072,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
203,2,19,3793,1,5072,2,5081,1,5276,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
204,2,19,2708,1,5072,1,5057,1,5092,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
205,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
206,2,20,3563,1,5072,2,5082,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
207,2,20,3045,1,5072,2,5082,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
208,2,20,2712,1,5072,2,5082,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,True,True
209,2,20,2239,1,2231,1,5056,1,5092,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,False,True
210,2,21,3557,1,5072,1,5277,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,True,True
211,2,21,2241,1,5072,2,5998,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,True,True
212,2,22,2723,1,5072,2,5092,1,5277,1,0,0,0,0,0,0,0,0,0,0,3,2,5,1,True,True
213,2,22,3802,1,5057,1,5277,1,5319,1,0,0,0,0,0,0,0,0,0,0,3,2,5,1,True,True
214,2,23,2472,1,5072,1,5092,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,True,True
215,2,23,3804,1,5072,2,5057,1,5277,1,0,0,0,0,0,0,0,0,0,0,3,2,5,1,True,True
216,2,23,3574,1,5072,1,5057,1,5277,1,0,0,0,0,0,0,0,0,0,0,3,2,5,1,True,True
217,2,23,3057,1,5072,1,5277,2,5064,1,0,0,0,0,0,0,0,0,0,0,3,2,5,1,True,True
218,2,23,2498,1,5072,1,5368,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,True,True
219,2,24,2725,1,2708,1,5092,1,5063,1,0,0,0,0,0,0,0,0,0,0,3,2,5,2,False,True
220,2,24,2242,1,5072,2,5092,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2,True,True
221,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2,True,True
222,2,25,3068,1,5072,4,5063,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2,True,True
223,2,25,3579,1,5072,3,5082,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2,True,True
224,2,25,3352,1,5057,3,5082,2,5277,1,0,0,0,0,0,0,0,0,0,0,3,2,5,2,True,True
225,2,26,5058,1,5528,1,5111,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-1,0,True,True
226,2,26,2473,1,2472,1,5092,1,5063,1,0,0,0,0,0,0,0,0,0,0,3,2,5,2,False,True
227,2,27,5073,1,5058,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-1,0,True,True
228,2,27,5093,1,5058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-1,0,True,True
229,2,27,2248,1,5072,3,5092,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,True,True
230,2,27,2499,1,5073,1,5368,1,5528,1,0,0,0,0,0,0,0,0,0,0,3,3,5,2,True,True
231,2,28,5083,1,5058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-1,0,True,True
232,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,True,True
